,MASTER FILE NUMBER,INVESTIGATING AGENCY,LOCAL CODE,COLLISION STATUS CODE,COUNTY NAME,ROADWAY NUMBER,BLOCK/HOUSE #,ROADWAY NAME,ROADWAY SUFFIX,ROADWAY DIRECTION CODE,GPS LATITUDE DECIMAL,GPS LONGITUDE DECIMAL,MILEPOINT DERIVED,COLLISION DATE,COLLISION TIME,INTERSECTION ROADWAY #,INTERSECTION ROADWAY NAME,INTERSECTION ROADWAY SFX,BETWEEN STREET ROADWAY # 1,BETWEEN STREET ROADWAY NAME 1,BETWEEN STREET ROADWAY SFX 1,BETWEEN STREET ROADWAY # 2,BETWEEN STREET ROADWAY NAME 2,BETWEEN STREET ROADWAY SFX 2,UNITS INVOLVED,MOTOR VEHICLES INVOLVED,KILLED,INJURED,WEATHER CODE,WEATHER,ROADWAY CONDITION CODE,ROADWAY CONDITION,HIT & RUN INDICATOR,ROADWAY TYPE CODE,ROADWAY TYPE,DIRECTIONAL ANALYSIS CODE,DIRECTIONAL ANALYSIS,MANNER OF COLLISION CODE,MANNER OF COLLISION,ROADWAY CHARACTER CODE,ROADWAY CHARACTER,LIGHT CONDITION CODE,LIGHT CONDITION,RAMP FROM ROADWAY ID,RAMP TO ROADWAY ID,SECONDARY COLLISION INDICATOR,hour,minute,Date,Latitude,Longitude,geometry,index_right
112399,71350393,LOUISVILLE METRO POLICE DEPT,8013069331,AC,56,,,BARRET,AVE  ,,38.2348921,-85.7268998,1.081,9/11/2013,1558,,RUFER,AVE  ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,58,2013-09-11 15:58:00,38.2348921,-85.7268998,POINT (-85.7268998 38.2348921),0
112707,71351870,LOUISVILLE METRO POLICE DEPT,8013070278,AC,56,,4124.0,POMEROY,CT   ,,38.1989084,-85.6342745,0.098,9/14/2013,1735,,,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,3.0,CURVE & LEVEL,2.0,DAYLIGHT,,,N,17,35,2013-09-14 17:35:00,38.1989084,-85.6342745,POINT (-85.6342745 38.1989084),0
112715,71352323,LOUISVILLE METRO POLICE DEPT,8013070286,AC,56,,,ST CATHERINE,ST   ,W ,38.2374257,-85.7598349,0.27,9/14/2013,1830,,4TH,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,18,30,2013-09-14 18:30:00,38.2374257,-85.7598349,POINT (-85.7598349 38.2374257),0
113171,71355031,LOUISVILLE METRO POLICE DEPT,8013071901,AC,56,KY2055  ,,MANSLICK,RD   ,W ,38.1049984,-85.7587182,1.37,9/20/2013,0739,,FAIRDALE,RD   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,07,39,2013-09-20 07:39:00,38.1049984,-85.7587182,POINT (-85.7587182 38.1049984),0
113329,71355175,LOUISVILLE METRO POLICE DEPT,8013072381,AC,56,,,CECIL,AVE  ,,38.2468928,-85.8208607,0.909,9/21/2013,1741,,GARLAND,AVE  ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,41,2013-09-21 17:41:00,38.2468928,-85.8208607,POINT (-85.8208607 38.2468928),0
113332,71355178,LOUISVILLE METRO POLICE DEPT,8013072386,AC,56,,,12TH,ST   ,S ,38.2363297,-85.773403,1.163,9/21/2013,1747,,OAK,ST   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,47,2013-09-21 17:47:00,38.2363297,-85.773403,POINT (-85.773403 38.2363297),0
113347,71354404,ST. MATTHEWS POLICE DEPARTMENT,0313002267,AC,56,US0060  ,,SHELBYVILLE,RD   ,,38.250905,-85.6312183,4.884,9/22/2013,0745,,,,,BRAMTON,RD   ,,SAGE,RD   ,2,1,0,0,2.0,CLEAR,1.0,DRY,Y,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,07,45,2013-09-22 07:45:00,38.250905,-85.6312183,POINT (-85.6312183 38.250905),0
113453,71355917,LOUISVILLE METRO POLICE DEPT,8013072863,AC,56,,,HILL,ST   ,W ,38.2273972,-85.7752071,1.003,9/23/2013,1556,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,56,2013-09-23 15:56:00,38.2273972,-85.7752071,POINT (-85.7752071 38.2273972),0
113478,71355922,LOUISVILLE METRO POLICE DEPT,8013072987,AC,56,,,BURNETT,AVE  ,W ,38.2324588,-85.7996145,1.284,9/23/2013,2150,,OLIVE,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,21,50,2013-09-23 21:50:00,38.2324588,-85.7996145,POINT (-85.7996145 38.2324588),0
113483,71356413,LOUISVILLE METRO POLICE DEPT,8013072926,AC,56,,,PEE WEE REESE,RD   ,,38.2416794,-85.6735936,1.543,9/23/2013,1819,,ROCK CREEK,DR   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,18,19,2013-09-23 18:19:00,38.2416794,-85.6735936,POINT (-85.6735936 38.2416794),0
113554,71356419,LOUISVILLE METRO POLICE DEPT,8013073208,AC,56,KY1747  ,,FERN VALLEY,RD   ,,38.1567153,-85.6716843,3.324,9/24/2013,1641,,JEFFERSON,BLVD ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,41,2013-09-24 16:41:00,38.1567153,-85.6716843,POINT (-85.6716843 38.1567153),0
113612,71356443,LOUISVILLE METRO POLICE DEPT,8013073476,AC,56,,,VIM,DR   ,,38.1738042,-85.702902,0.43,9/25/2013,1444,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,44,2013-09-25 14:44:00,38.1738042,-85.702902,POINT (-85.70290199999999 38.1738042),0
113656,71359317,LOUISVILLE METRO POLICE DEPT,8013073319,AC,56,KY0061  ,,PRESTON,HWY  ,,38.0897637,-85.6684001,0.431,9/25/2013,0020,,,,,MUD,LN   ,,ANTLE,DR   ,2,1,1,0,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,6.0,DARK-HWY NOT LIGHTED,,,N,00,20,2013-09-25 00:20:00,38.0897637,-85.6684001,POINT (-85.6684001 38.0897637),0
113916,71357604,LOUISVILLE METRO POLICE DEPT,8013074501,AC,56,,,GARLAND,AVE  ,,38.2443396,-85.790667,1.261,9/28/2013,1929,,23RD,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,19,29,2013-09-28 19:29:00,38.2443396,-85.790667,POINT (-85.790667 38.2443396),0
114137,71358804,SHIVELY POLICE DEPARTMENT,0413002023,AC,56,,,GRANDVIEW,DR   ,,38.1769735,-85.8259126,0.099,10/1/2013,1628,,,,KY2051  ,ROCKFORD,LN   ,,SAN JOSE,AVE  ,2,1,0,0,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,28,2013-10-01 16:28:00,38.1769735,-85.8259126,POINT (-85.8259126 38.1769735),0
114206,71359351,LOUISVILLE METRO POLICE DEPT,8013075492,AC,56,US0060A ,,TAYLOR,BLVD ,,38.2021234,-85.7814501,1.891,10/2/2013,1130,,ARCADE,AVE  ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,Y,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,11,30,2013-10-02 11:30:00,38.2021234,-85.7814501,POINT (-85.7814501 38.2021234),0
114232,71359374,LOUISVILLE METRO POLICE DEPT,8013075622,AC,56,,,APPLE VALLEY,DR   ,,38.1374243,-85.6212832,0.0,10/2/2013,1653,,,,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,Y,1.0,COUNTY ROAD,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,53,2013-10-02 16:53:00,38.1374243,-85.6212832,POINT (-85.62128319999999 38.1374243),0
114243,71359556,ST. MATTHEWS POLICE DEPARTMENT,0313002358,RE,56,,,DAYTON,AVE  ,,38.2500528,-85.6543788,0.232,10/2/2013,1515,,WILTSHIRE,AVE  ,,,,,,,1,1,0,0,3.0,CLOUDY,1.0,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,15,2013-10-02 15:15:00,38.2500528,-85.6543788,POINT (-85.6543788 38.2500528),0
114264,71359729,LOUISVILLE METRO POLICE DEPT,8013075536,AC,56,,,CARDINAL,BLVD ,W ,38.2205603,-85.7611784,0.181,10/2/2013,1330,KY1020  ,3RD,ST   ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,30,2013-10-02 13:30:00,38.2205603,-85.7611784,POINT (-85.76117840000001 38.2205603),0
114318,71359753,LOUISVILLE METRO POLICE DEPT,8013075823,AC,56,,,4TH,ST   ,S ,38.2152438,-85.7637947,2.881,10/3/2013,1110,,,,,INDUSTRY,RD   ,,BRANDEIS,AVE  ,2,1,0,1,3.0,CLOUDY,1.0,DRY,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,4.0,STRAIGHT & GRADE,2.0,DAYLIGHT,,,N,11,10,2013-10-03 11:10:00,38.2152438,-85.7637947,POINT (-85.76379470000001 38.2152438),0
114466,71360736,LOUISVILLE METRO POLICE DEPT,8013076250,AC,56,,,HANCOCK,ST   ,S ,38.2550337,-85.7422987,0.026,10/4/2013,1639,US0031E ,MAIN,ST   ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,39,2013-10-04 16:39:00,38.2550337,-85.7422987,POINT (-85.74229870000001 38.2550337),0
114873,71362238,LOUISVILLE METRO POLICE DEPT,8013077603,AC,56,,,GREYLING,DR   ,,38.1183503,-85.7973039,0.124,10/9/2013,00000,,,,KY2055  ,MANSLICK,RD   ,,ACRES,LN   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,4.0,STRAIGHT & GRADE,2.0,DAYLIGHT,,,N,00,00,2013-10-09 00:00:00,38.1183503,-85.7973039,POINT (-85.7973039 38.1183503),0
115048,71363395,LOUISVILLE METRO POLICE DEPT,8013078095,AC,56,KY0061  ,,PRESTON,HWY  ,,38.1487964,-85.692483,4.731,10/11/2013,1300,,OAKLAWN,DR   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,00,2013-10-11 13:00:00,38.1487964,-85.692483,POINT (-85.692483 38.1487964),0
115072,71363437,LOUISVILLE METRO POLICE DEPT,8013078214,AC,56,US0060A ,,TAYLOR,BLVD ,,38.1977411,-85.7828293,1.565,10/11/2013,1813,,SALE,AVE  ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,18,13,2013-10-11 18:13:00,38.1977411,-85.7828293,POINT (-85.7828293 38.1977411),0
115133,1927281,LOUISVILLE METRO POLICE DEPT,8013078465,AC,56,,,29TH STREET,,,38.201666667,-85.536666667,,10/12/2013,1657,,CROP STREET,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,3.0,HEAD ON,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,,16,57,2013-10-12 16:57:00,38.201666667,-85.536666667,POINT (-85.53666666700001 38.201666667),0
115173,71363477,LOUISVILLE METRO POLICE DEPT,8013078384,AC,56,KY1020  ,,SOUTHERN,PKWY ,,38.185196,-85.7674236,8.075,10/12/2013,1151,,,,,ASHLAND,AVE  ,,WELLINGTON,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,11,51,2013-10-12 11:51:00,38.185196,-85.7674236,POINT (-85.7674236 38.185196),0
115864,71367531,LOUISVILLE METRO POLICE DEPT,8013080917,AC,56,,,STARMONT,RD   ,,38.2830063,-85.6641619,0.05,10/21/2013,1420,,HIGH CANYON,RD   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,20,2013-10-21 14:20:00,38.2830063,-85.6641619,POINT (-85.6641619 38.2830063),0
115891,71367537,LOUISVILLE METRO POLICE DEPT,8013080941,AC,56,,,BLANTON,LN   ,,38.1521999,-85.8199713,0.954,10/21/2013,1544,,,,,BROOKLAWN,DR   ,KY1931,ST ANDREWS CHURCH,RD   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,44,2013-10-21 15:44:00,38.1521999,-85.8199713,POINT (-85.81997130000001 38.1521999),0
115948,71368062,LOUISVILLE METRO POLICE DEPT,8013081202,AC,56,US0042  ,,MELLWOOD,AVE  ,,38.2575716,-85.7195991,0.793,10/22/2013,1313,,,,,STEVENSON,AVE  ,US0060,FRANKFORT,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,13,2013-10-22 13:13:00,38.2575716,-85.7195991,POINT (-85.7195991 38.2575716),0
116216,1927669,LOUISVILLE METRO POLICE DEPT,8013082201,AC,56,,,CHENOWETH LANE,,,38.262233333,-85.663066667,,10/25/2013,1848,,NAPANEE ROAD,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,8.0,SIDESWIPE-SAME DIRECTION,6.0,STRAIGHT & LEVEL,3.0,DUSK,,,,18,48,2013-10-25 18:48:00,38.262233333,-85.663066667,POINT (-85.663066667 38.262233333),0
116229,71369795,LOUISVILLE METRO POLICE DEPT,8013081984,AC,56,KY1065  ,,OUTER,LOOP ,,38.1300702,-85.7370486,3.201,10/25/2013,0138,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,6.0,DARK-HWY NOT LIGHTED,,,N,01,38,2013-10-25 01:38:00,38.1300702,-85.7370486,POINT (-85.73704859999999 38.1300702),0
116412,71369931,LOUISVILLE METRO POLICE DEPT,8013082675,AC,56,US0060A ,,EASTERN,PKWY ,,38.2170103,-85.7383034,4.862,10/27/2013,1539,,DELOR,AVE  ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,39,2013-10-27 15:39:00,38.2170103,-85.7383034,POINT (-85.73830340000001 38.2170103),0
116508,71370488,LOUISVILLE METRO POLICE DEPT,8013083023,AC,56,,,ANDERSON,ST   ,,38.2484612,-85.7857934,0.32,10/28/2013,1757,,,,,KENDALL,CT   ,US0031W,DR W J HODGE,ST   ,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,57,2013-10-28 17:57:00,38.2484612,-85.7857934,POINT (-85.7857934 38.2484612),0
116735,71372077,LOUISVILLE METRO POLICE DEPT,8013083487,AC,56,US0150  ,,BROADWAY,,W ,38.2458368,-85.7550469,2.56,10/30/2013,0918,KY1020  ,2ND,ST   ,,,,,,,2,1,0,1,3.0,CLOUDY,5.0,WET,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,09,18,2013-10-30 09:18:00,38.2458368,-85.7550469,POINT (-85.7550469 38.2458368),0
116886,71372200,LOUISVILLE METRO POLICE DEPT,8013084001,AC,56,,,WALLIE ANN,CT   ,,38.2188497,-85.79082,0.165,10/31/2013,1731,,WILART,DR   ,,,,,,,2,1,0,1,6.0,RAINING,5.0,WET,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,31,2013-10-31 17:31:00,38.2188497,-85.79082,POINT (-85.79082 38.2188497),0
116914,71372974,LOUISVILLE METRO POLICE DEPT,8013084074,AC,56,,,GRAND,AVE  ,,38.2431722,-85.8212811,1.669,10/31/2013,2022,,CECIL,AVE  ,,,,,,,2,1,0,1,6.0,RAINING,5.0,WET,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,3.0,CURVE & LEVEL,3.0,DUSK,,,N,20,22,2013-10-31 20:22:00,38.2431722,-85.8212811,POINT (-85.82128109999999 38.2431722),0
117145,71373119,LOUISVILLE METRO POLICE DEPT,8013084756,AC,56,KY0864  ,,GOSS,AVE  ,,38.2247262,-85.7312378,13.791,11/3/2013,1458,,,,US0060A ,EASTERN,PKWY ,,REASOR,AVE  ,2,1,0,0,3.0,CLOUDY,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,5.0,STRAIGHT & HILLCREST,2.0,DAYLIGHT,,,N,14,58,2013-11-03 14:58:00,38.2247262,-85.7312378,POINT (-85.7312378 38.2247262),0
117307,71374929,LOUISVILLE METRO POLICE DEPT,8013085352,RE,56,,,WILLIS,AVE  ,,38.2515592,-85.6541409,0.663,11/5/2013,1515,,,,KY1932  ,BRECKENRIDGE,LN   ,,WILTSHIRE,AVE  ,2,2,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,1.0,ANGLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,15,2013-11-05 15:15:00,38.2515592,-85.6541409,POINT (-85.6541409 38.2515592),0
117346,1926563,LOUISVILLE METRO POLICE DEPT,8013085752,AC,56,,,TAYLORSVILLE RD,,,38.201666667,-85.536666667,,11/6/2013,1820,,FURMAN LN,,,,,,,,2,1,0,1,6.0,RAINING,5.0,WET,N,99.0,NONE OF THE ABOVE,2.0,COLLISION WITH BICYCLE,1.0,ANGLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,,18,20,2013-11-06 18:20:00,38.201666667,-85.536666667,POINT (-85.53666666700001 38.201666667),0
117437,71375015,LOUISVILLE METRO POLICE DEPT,8013085721,AC,56,US0150  ,,BROADWAY,,E ,38.2456501,-85.7525255,2.694,11/6/2013,100000,,,,,1ST,ST   ,,BROOK,ST   ,2,1,0,1,6.0,RAINING,5.0,WET,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,3.0,DUSK,,,N,10,00,2013-11-06 10:00:00,38.2456501,-85.7525255,POINT (-85.7525255 38.2456501),0
117866,71376374,LOUISVILLE METRO POLICE DEPT,8013086821,AC,56,KY1934  ,,CANE RUN,RD   ,,38.2025791,-85.8334229,9.535,11/11/2013,1815,,FARNSLEY,RD   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,18,15,2013-11-11 18:15:00,38.2025791,-85.8334229,POINT (-85.8334229 38.2025791),0
118032,71378000,LOUISVILLE METRO POLICE DEPT,8013087476,AC,56,,,4TH,ST   ,S ,38.2552297,-85.7567849,0.097,11/13/2013,1225,US0031W ,MARKET,ST   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,12,25,2013-11-13 12:25:00,38.2552297,-85.7567849,POINT (-85.7567849 38.2552297),0
118270,71379366,LOUISVILLE METRO POLICE DEPT,8013088051,AC,56,,,6TH,ST   ,S ,38.235256,-85.7636546,1.512,11/15/2013,1320,,OAK,ST   ,,,,,,,2,1,0,0,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,20,2013-11-15 13:20:00,38.235256,-85.7636546,POINT (-85.7636546 38.235256),0
118383,71397768,LOUISVILLE METRO POLICE DEPT,8013088424,AC,56,,,KENTUCKY,ST   ,E ,38.237148,-85.7428636,0.648,11/16/2013,2000,,CLAY,ST   ,,,,,,,2,1,0,0,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,20,00,2013-11-16 20:00:00,38.237148,-85.7428636,POINT (-85.74286360000001 38.237148),0
119740,71386854,LOUISVILLE METRO POLICE DEPT,8013092842,AC,56,US0031W ,,22ND,ST   ,S ,38.2492167,-85.7882033,19.558,12/3/2013,1830,,BROADWAY,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,3.0,DUSK,,,N,18,30,2013-12-03 18:30:00,38.2492167,-85.7882033,POINT (-85.78820330000001 38.2492167),0
119785,71387018,LOUISVILLE METRO POLICE DEPT,8013092963,AC,56,,,GRADE,LN   ,,38.1371265,-85.7378836,3.586,12/4/2013,0605,,,,,WALTERS,LN   ,KY1065,OUTER,LOOP ,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,06,05,2013-12-04 06:05:00,38.1371265,-85.7378836,POINT (-85.7378836 38.1371265),0
120692,71391726,LOUISVILLE METRO POLICE DEPT,8013095377,AC,56,KY0061  ,,PRESTON,HWY  ,,38.1488095,-85.6924564,4.731,12/13/2013,1225,,OAKLAWN,DR   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,12,25,2013-12-13 12:25:00,38.1488095,-85.6924564,POINT (-85.6924564 38.1488095),0
120919,71393019,LOUISVILLE METRO POLICE DEPT,8013096200,AC,56,,,4TH,ST   ,S ,38.2462366,-85.7584259,0.724,12/16/2013,1711,US0150  ,BROADWAY,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,11,2013-12-16 17:11:00,38.2462366,-85.7584259,POINT (-85.75842590000001 38.2462366),0
121220,71395374,LOUISVILLE METRO POLICE DEPT,8013097019,AC,56,US0031W ,,22ND,ST   ,S ,38.2599116,-85.7863124,20.299,12/19/2013,1435,,MAIN,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,35,2013-12-19 14:35:00,38.2599116,-85.7863124,POINT (-85.7863124 38.2599116),0
121856,71397839,LOUISVILLE METRO POLICE DEPT,8013099166,AC,56,KY0864  ,,SHELBY,ST   ,S ,38.2449102,-85.7394705,15.499,12/28/2013,1511,,,,,GRAY,ST   ,US0150,BROADWAY,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,11,2013-12-28 15:11:00,38.2449102,-85.7394705,POINT (-85.7394705 38.2449102),0
